<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.09.23	00:00:00	2620.58	2622.04	2617.82	2620.46	3107	0	0
2024.09.23	02:00:00	2620.45	2621.50	2618.22	2618.27	4848	0	0
2024.09.23	04:00:00	2618.32	2626.23	2616.08	2625.41	13912	0	0
2024.09.23	06:00:00	2625.29	2631.13	2624.89	2629.43	7799	0	0
2024.09.23	08:00:00	2629.42	2631.35	2624.45	2624.45	13221	0	0
2024.09.23	10:00:00	2624.46	2625.02	2613.89	2616.85	20509	0	0
2024.09.23	12:00:00	2616.86	2623.63	2615.43	2621.54	11701	0	0
2024.09.23	14:00:00	2621.55	2628.08	2620.07	2627.05	14993	0	0
2024.09.23	16:00:00	2627.11	2634.86	2625.60	2630.41	27350	0	0
2024.09.23	18:00:00	2630.42	2631.96	2625.79	2628.25	18992	0	0
2024.09.23	20:00:00	2628.21	2629.11	2625.97	2627.36	10052	0	0
2024.09.23	22:00:00	2627.38	2628.61	2625.71	2628.46	6018	0	0
2024.09.24	00:00:00	2627.89	2628.82	2626.00	2627.51	1240	0	0
2024.09.24	02:00:00	2627.46	2627.51	2623.85	2625.21	5815	0	0
2024.09.24	04:00:00	2625.20	2630.20	2624.93	2628.94	16665	0	0
2024.09.24	06:00:00	2628.87	2638.27	2628.81	2638.12	12566	0	0
2024.09.24	08:00:00	2638.13	2640.09	2624.54	2628.75	21353	0	0
2024.09.24	10:00:00	2628.89	2630.30	2622.66	2629.09	16517	0	0
2024.09.24	12:00:00	2629.06	2636.15	2627.08	2633.39	12119	0	0
2024.09.24	14:00:00	2633.37	2633.43	2623.36	2633.15	19746	0	0
2024.09.24	16:00:00	2633.16	2647.16	2630.94	2643.55	30274	0	0
2024.09.24	18:00:00	2643.63	2655.16	2639.80	2653.53	23511	0	0
2024.09.24	20:00:00	2653.55	2657.72	2649.81	2657.31	13213	0	0
2024.09.24	22:00:00	2657.29	2664.36	2656.44	2657.04	10433	0	0
2024.09.25	00:00:00	2656.93	2659.88	2656.93	2659.13	2460	0	0
2024.09.25	02:00:00	2659.08	2660.95	2656.65	2660.84	7285	0	0
2024.09.25	04:00:00	2660.85	2670.51	2655.53	2670.11	21529	0	0
2024.09.25	06:00:00	2670.08	2670.21	2657.69	2658.96	12250	0	0
2024.09.25	08:00:00	2658.88	2659.84	2653.53	2654.76	16811	0	0
2024.09.25	10:00:00	2654.75	2658.59	2651.65	2655.93	14783	0	0
2024.09.25	12:00:00	2655.94	2658.18	2652.74	2655.60	11542	0	0
2024.09.25	14:00:00	2655.68	2660.79	2653.95	2659.57	15569	0	0
2024.09.25	16:00:00	2659.53	2667.49	2654.23	2658.98	28912	0	0
2024.09.25	18:00:00	2659.09	2660.82	2649.76	2653.75	20564	0	0
2024.09.25	20:00:00	2653.65	2662.97	2653.17	2660.42	11930	0	0
2024.09.25	22:00:00	2660.35	2661.60	2656.26	2657.03	6770	0	0
2024.09.26	00:00:00	2656.45	2659.73	2655.73	2658.34	2263	0	0
2024.09.26	02:00:00	2658.21	2660.34	2655.43	2659.13	6507	0	0
2024.09.26	04:00:00	2659.17	2661.70	2657.09	2658.19	14201	0	0
2024.09.26	06:00:00	2658.13	2662.94	2657.89	2660.71	7902	0	0
2024.09.26	08:00:00	2660.69	2663.44	2658.00	2661.71	17599	0	0
2024.09.26	10:00:00	2661.70	2670.53	2659.52	2669.04	17396	0	0
2024.09.26	12:00:00	2669.03	2675.66	2666.93	2672.69	15439	0	0
2024.09.26	14:00:00	2672.57	2685.53	2668.52	2677.28	24845	0	0
2024.09.26	16:00:00	2677.31	2679.71	2654.82	2665.85	36280	0	0
2024.09.26	18:00:00	2665.83	2673.18	2662.43	2668.20	22606	0	0
2024.09.26	20:00:00	2668.13	2677.15	2667.54	2675.91	12936	0	0
2024.09.26	22:00:00	2675.97	2677.91	2670.85	2672.18	7271	0	0
2024.09.27	00:00:00	2670.96	2673.20	2670.74	2672.29	1462	0	0
2024.09.27	02:00:00	2672.34	2673.25	2669.60	2669.84	6971	0	0
2024.09.27	04:00:00	2669.83	2672.83	2666.23	2669.03	20761	0	0
2024.09.27	06:00:00	2669.01	2673.98	2668.64	2670.49	10565	0	0
2024.09.27	08:00:00	2670.51	2671.34	2662.38	2665.88	23285	0	0
2024.09.27	10:00:00	2665.86	2668.28	2660.97	2662.59	19043	0	0
2024.09.27	12:00:00	2662.62	2665.61	2658.35	2664.36	14030	0	0
2024.09.27	14:00:00	2664.38	2674.32	2662.34	2670.09	19179	0	0
2024.09.27	16:00:00	2670.09	2671.12	2649.43	2649.53	29868	0	0
2024.09.27	18:00:00	2649.32	2656.29	2644.78	2651.79	24938	0	0
2024.09.27	20:00:00	2651.84	2652.41	2643.15	2648.00	14635	0	0
