<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.01	22:30:00	19783.93	19850.03	19779.23	19826.23	0	0	0
2024.07.01	23:00:00	19824.98	19835.68	19816.98	19817.38	0	0	0
2024.07.01	23:30:00	19822.98	19822.98	19816.78	19818.78	0	0	0
2024.07.02	01:00:00	19828.11	19830.33	19816.13	19817.13	0	0	0
2024.07.02	01:30:00	19817.08	19817.88	19805.53	19806.88	0	0	0
2024.07.02	02:00:00	19807.18	19808.23	19793.28	19799.38	0	0	0
2024.07.02	02:30:00	19799.28	19800.28	19788.33	19795.58	0	0	0
2024.07.02	03:00:00	19796.98	19801.88	19757.83	19762.93	0	0	0
2024.07.02	03:30:00	19763.03	19765.38	19745.63	19762.28	0	0	0
2024.07.02	04:00:00	19762.23	19767.48	19755.23	19765.88	0	0	0
2024.07.02	04:30:00	19765.98	19775.38	19758.28	19764.26	0	0	0
2024.07.02	05:00:00	19764.18	19768.38	19753.48	19753.83	0	0	0
2024.07.02	05:30:00	19753.73	19754.78	19738.38	19750.26	0	0	0
2024.07.02	06:00:00	19750.03	19752.43	19738.86	19745.68	0	0	0
2024.07.02	06:30:00	19746.51	19758.48	19744.38	19757.58	0	0	0
2024.07.02	07:00:00	19757.68	19763.83	19755.33	19761.53	0	0	0
2024.07.02	07:30:00	19761.48	19766.83	19754.78	19758.88	0	0	0
2024.07.02	08:00:00	19758.93	19767.98	19752.63	19767.38	0	0	0
2024.07.02	08:30:00	19767.28	19789.98	19767.28	19786.43	0	0	0
2024.07.02	09:00:00	19786.68	19792.13	19764.43	19780.51	0	0	0
2024.07.02	09:30:00	19780.48	19780.51	19758.83	19765.48	0	0	0
2024.07.02	10:00:00	19765.38	19765.38	19724.48	19738.43	0	0	0
