symbol,tf,direction,k,tol,ttol,bottoms,entry,tp,slatr,trades,winrate,avg_r,sum_r,pf,net05,risk_pct,h1,h2,q_pos,q_n
US100,M10,long,3,1.0,0.1,2,confirm,2.5R,0.5,200,0.305,-0.08384137441951431,-16.768274883902862,0.880011333306328,-0.22580506549160148,0.006127568035921606,-0.07144554635721916,-0.09483390119173828,0,4
US100,M10,long,3,1.0,0.1,2,confirm,2.5R,1.0,192,0.3229166666666667,-0.04196564388262127,-8.057403625463284,0.9375334119318004,-0.1631325309558502,0.006868123413559468,0.037334457319332,-0.11193632141375648,2,4
US100,M10,long,3,1.0,0.1,2,confirm,3.5R,0.5,193,0.2849740932642487,-0.051120964128672265,-9.866346076833747,0.9292011116234664,-0.1946133452199444,0.006011756674047312,0.0063853359574559745,-0.10136918750490083,1,4
US100,M10,long,3,1.0,0.1,2,confirm,3.5R,1.0,185,0.2756756756756757,-0.10062111701755352,-18.614906648247402,0.8590700006675539,-0.2236185712092191,0.006750343373362864,-0.05015970897584085,-0.14541848946274744,1,4
US100,M10,long,3,1.0,0.1,2,confirm,measured,0.5,236,0.6313559322033898,-0.023572334193260967,-5.5630708696095885,0.9363343456268544,-0.1652873085132038,0.005898321855656656,-0.014565230353879462,-0.031988808272683036,2,4
US100,M10,long,3,1.0,0.1,2,confirm,measured,1.0,236,0.6567796610169492,-0.021079422735006417,-4.974743765461515,0.9382954001868461,-0.1448062383249601,0.006625244294096553,-0.01208804704185587,-0.029481200022048737,2,4
US100,M10,long,3,1.0,0.1,3,touch,1.5R,0.5,67,0.3880597014925373,-0.08131496077448826,-5.448102371890713,0.875383894450823,-0.2513723091523487,0.004812654786796386,-0.07142857142857183,-0.09212819912158435,2,4
US100,M10,long,3,1.0,0.1,3,touch,1.5R,1.0,66,0.3484848484848485,-0.17253360684494828,-11.387218051766586,0.7474083602181477,-0.3220477761098535,0.005343614782104927,-0.14729165449613335,-0.20103258530328777,2,4
US100,M10,long,3,1.0,0.1,3,touch,2.5R,0.5,66,0.2878787878787879,-0.12336754426749882,-8.142257921654922,0.8372463676744718,-0.2950576219183462,0.004763967119987447,0.020654837357674222,-0.2859734590055975,1,4
US100,M10,long,3,1.0,0.1,3,touch,2.5R,1.0,65,0.27692307692307694,-0.15456212103322936,-10.046537867159909,0.7953092030711777,-0.3036308936645571,0.005382721616089476,0.019804707125914194,-0.35799008721889686,1,4
US100,M10,long,3,1.0,0.1,3,touch,3.5R,0.5,65,0.23076923076923078,-0.17521993336270902,-11.389295668576086,0.7852215748966893,-0.3461996058343879,0.004801951471085957,0.020654837357675353,-0.40374049920315735,1,4
US100,M10,long,3,1.0,0.1,3,touch,3.5R,1.0,64,0.234375,-0.22144968751433705,-14.172780000917571,0.7217216503530044,-0.3696962330441271,0.005428091704713317,-0.07257084250926164,-0.401131052175635,1,4
US100,M10,long,3,1.0,0.1,3,touch,measured,0.5,67,0.4925373134328358,-0.09681480033611813,-6.4865916225199145,0.8052286984375033,-0.2668721487139786,0.004812654786796386,-0.162395318467837,-0.025086108629550644,1,4
US100,M10,long,3,1.0,0.1,3,touch,measured,1.0,67,0.4925373134328358,-0.14628758673688194,-9.801268311371091,0.7055077324429281,-0.29440973009578036,0.005396533015679379,-0.20928639221124437,-0.07738264324929806,1,4
US100,M10,long,3,1.0,0.1,3,confirm,1.5R,0.5,46,0.41304347826086957,-0.025780122701156236,-1.1858856442531869,0.9590460666989483,-0.16974608185357057,0.005500555197004765,0.1458333333333297,-0.21299480201150453,1,4
US100,M10,long,3,1.0,0.1,3,confirm,1.5R,1.0,46,0.41304347826086957,-0.05019266268720641,-2.308862483611495,0.9192678612273167,-0.17781170722943548,0.006116068171276424,-0.0235532240772504,-0.07925386844352199,2,4
