direction,level,closeback,depth_cap,div,entry,rr,trades,winrate,avg_r,sum_r,pf,risk_pct,h1_avg_r,h2_avg_r,pos_datasets
long,major,2,none,True,next_open,3.5,883,0.2287655719139298,-0.00502223932124436,-4.434637320658769,0.9936382238695554,0.003125155179337538,-0.04955005031202581,0.03482346278853216,4
long,major,2,none,True,break,2.5,607,0.28665568369028005,-0.008610993651215464,-5.226873146287787,0.988034498913971,0.004593178367725914,-0.02903505513525225,0.009466203625028265,4
long,piv5,2,1.0,False,next_open,3.5,3058,0.22334859385219097,-0.009317584960812112,-28.49317481016344,0.9882051916231587,0.0023913666294249456,-0.08907399978195425,0.06929945250574229,6
long,piv3,2,none,True,break,3.5,1015,0.22660098522167488,-0.010038668202203739,-10.189248225236796,0.9871964926259639,0.004357719918990458,-0.11632032267436532,0.09153300928949597,6
long,piv3,1,none,False,break,3.5,2546,0.2246661429693637,-0.010851896796752237,-27.628929244531193,0.9862138223834792,0.0038327940810082236,-0.06928849149515044,0.04897825739365863,6
long,piv3,1,1.0,True,break,3.5,946,0.2251585623678647,-0.011804828881515145,-11.167368121913327,0.9849960931905309,0.004103353467240861,-0.1295292780010617,0.09821577080689542,6
long,piv3,1,1.0,False,break,3.5,2539,0.2237101220953131,-0.013944384599758879,-35.40479249878779,0.982292708931762,0.003721871006390647,-0.07468342590032,0.048394328179587956,5
long,piv5,2,none,False,next_open,3.5,3205,0.22308892355694226,-0.014142634965545296,-45.327145064572676,0.9821155523927043,0.0026310377303030105,-0.06688790666948612,0.037656679484583344,5
long,major,2,1.0,True,break,2.5,557,0.2836624775583483,-0.017525154913071658,-9.761511286580912,0.975825157005034,0.004209062118809051,-0.060440577446539814,0.020315808874885065,4
long,piv3,2,none,False,break,2.5,3147,0.2831267874165872,-0.020073665024926524,-63.17182383344377,0.972350576696788,0.003903298964004121,-0.03477183427365004,-0.004949049859895757,4
long,piv3,2,1.0,False,break,2.5,3076,0.28283485045513657,-0.020170393901277225,-62.04413164032874,0.9722216156350948,0.003681242770281535,-0.038407793373398516,-0.001354794181691069,4
long,major,1,none,False,next_open,3.5,1495,0.22207357859531773,-0.020921629481742757,-31.27783607520542,0.9736211778028224,0.0026047277905089142,-0.0766780493475942,0.030188422061954392,3
long,piv3,1,none,True,break,3.5,972,0.22325102880658437,-0.02290586442782556,-22.264500223846447,0.9709271254199454,0.004269792452970378,-0.1417613503090405,0.09022164623019831,6
long,major,1,1.0,True,break,3.5,508,0.22244094488188976,-0.02295953973199746,-11.66344618385471,0.9708229880826785,0.0041747117273091515,-0.12493611283606587,0.06693092100418141,5
long,major,2,1.0,True,next_open,3.5,822,0.22262773722627738,-0.02407885736690874,-19.792820755598985,0.9698308405494205,0.002829009781598085,-0.10377873638272547,0.04682655224026614,6
long,piv5,2,none,False,break,3.5,1937,0.2219927723283428,-0.024382345073413924,-47.22860240720277,0.9691637081697967,0.004140958724255178,-0.04617562523552777,-0.0015995073115419977,5
