symbol,tf,direction,level,closeback,div,entry,rr,trades,winrate,avg_r,sum_r,pf,gross_win,gross_loss,risk_pct,h1_sum_r,h2_sum_r,h1_trades,h2_trades
US100,M30,long,PD,1,True,break,1.5,34,0.2647058823529412,-0.4026486486486492,-13.690054054054073,0.49650508134930066,13.5,27.190054054054073,0.004372514420836138,-6.190054054054073,-7.5,14,20
US100,M30,long,PD,1,True,break,2.5,34,0.2647058823529412,-0.13794276629570804,-4.690054054054073,0.8275084689155011,22.5,27.190054054054073,0.004372514420836138,-2.1900540540540727,-2.5,14,20
US100,M30,long,PD,1,True,break,3.5,34,0.20588235294117646,-0.13794276629570804,-4.690054054054073,0.8393269829042097,24.5,29.190054054054073,0.004372514420836138,-7.190054054054073,2.5,14,20
US100,M30,long,PD,2,True,next_open,1.5,54,0.35185185185185186,-0.12037037037037036,-6.5,0.8142857142857143,28.5,35.0,0.0031618064604645494,-0.5,-6.0,23,31
US100,M30,long,PD,2,True,next_open,2.5,54,0.24074074074074073,-0.23682064791294669,-12.78831498729912,0.7176244028755423,32.5,45.28831498729912,0.0031618064604645494,-6.288314987299121,-6.5,23,31
US100,M30,long,PD,2,True,next_open,3.5,54,0.2037037037037037,-0.1627465738388726,-8.78831498729912,0.814154617485112,38.5,47.28831498729912,0.0031618064604645494,-9.28831498729912,0.5,23,31
US100,M30,long,PD,2,True,break,1.5,38,0.2894736842105263,-0.3339487908961598,-12.690054054054073,0.5652610293028351,16.5,29.190054054054073,0.004533764553159003,-5.690054054054073,-7.0,16,22
US100,M30,long,PD,2,True,break,2.5,38,0.2894736842105263,-0.0444751066856335,-1.6900540540540732,0.9421017155047252,27.5,29.190054054054073,0.004533764553159003,-0.6900540540540732,-1.0,16,22
US100,M30,long,PD,2,True,break,3.5,38,0.23684210526315788,0.008156472261734916,0.30994594594592684,1.0099373327602694,31.5,31.190054054054073,0.004533764553159003,-4.690054054054073,5.0,16,22
US100,M30,short,PD,1,False,next_open,1.5,142,0.3873239436619718,-0.04226855609620741,-6.002134965661452,0.9321809019862598,82.5,88.50213496566145,0.0016051238681180418,0.5029411764705456,-6.505076142131998,71,71
US100,M30,short,PD,1,False,next_open,2.5,141,0.3049645390070922,0.056722447052046446,7.997865034338549,1.0803788284251252,107.5,99.50213496566145,0.0015847377321716574,8.502941176470546,-0.5050761421319976,71,70
US100,M30,short,PD,1,False,next_open,3.5,141,0.2198581560283688,-0.021291737345116673,-3.002134965661451,0.973075538270312,108.5,111.50213496566145,0.0015847377321716574,-4.4970588235294535,1.4949238578680024,71,70
US100,M30,short,PD,1,False,break,1.5,93,0.3333333333333333,-0.16666666666666666,-15.5,0.75,46.5,62.0,0.003272346152858092,-8.5,-7.0,51,42
US100,M30,short,PD,1,False,break,2.5,93,0.27956989247311825,-0.021505376344086023,-2.0,0.9701492537313433,65.0,67.0,0.003272346152858092,-2.0,0.0,51,42
US100,M30,short,PD,1,False,break,3.5,92,0.22826086956521738,0.02717391304347826,2.5,1.0352112676056338,73.5,71.0,0.003288513985242635,-5.0,7.5,50,42
US100,M30,short,PD,2,False,next_open,1.5,176,0.375,-0.07103485775944006,-12.502134965661451,0.8878753759332801,99.0,111.50213496566145,0.0017461314365643142,-2.4970588235294544,-10.005076142131998,84,92
US100,M30,short,PD,2,False,next_open,2.5,175,0.3028571428571429,0.05141637162479171,8.997865034338549,1.0728559472825334,132.5,123.50213496566145,0.0017305117931357774,9.502941176470546,-0.5050761421319976,84,91
US100,M30,short,PD,2,False,next_open,3.5,175,0.22285714285714286,-0.005726485518065435,-1.002134965661451,0.9927118588674152,136.5,137.50213496566147,0.0017305117931357774,-3.9970588235294535,2.9949238578680024,84,91
US100,M30,short,PD,2,False,break,1.5,122,0.3442622950819672,-0.13934426229508196,-17.0,0.7875,63.0,80.0,0.0031480595484417446,-12.0,-5.0,62,60
US100,M30,short,PD,2,False,break,2.5,122,0.2786885245901639,-0.02459016393442623,-3.0,0.9659090909090909,85.0,88.0,0.0031480595484417446,-2.5,-0.5,62,60
US100,M30,short,PD,2,False,break,3.5,121,0.23140495867768596,0.04132231404958678,5.0,1.053763440860215,98.0,93.0,0.0031593252837720056,-2.5,7.5,61,60
US100,M30,short,PD,1,True,next_open,1.5,69,0.2898550724637681,-0.29713239080668774,-20.502134965661455,0.5940342922214729,30.0,50.502134965661455,0.0016689587660148467,-15.497058823529454,-5.005076142131998,32,37
US100,M30,short,PD,1,True,next_open,2.5,69,0.2463768115942029,-0.15945123138639786,-11.002134965661453,0.7943608236807221,42.5,53.502134965661455,0.0016689587660148467,-8.497058823529454,-2.5050761421319976,32,37
US100,M30,short,PD,1,True,next_open,3.5,69,0.2028985507246377,-0.10872659370523845,-7.502134965661453,0.8672238673773868,49.0,56.502134965661455,0.0016689587660148467,-5.997058823529454,-1.5050761421319976,32,37
US100,M30,short,PD,1,True,break,1.5,46,0.2826086956521739,-0.29347826086956524,-13.5,0.5909090909090909,19.5,33.0,0.003030461090302523,-8.0,-5.5,23,23
US100,M30,short,PD,1,True,break,2.5,46,0.2608695652173913,-0.08695652173913043,-4.0,0.8823529411764706,30.0,34.0,0.003030461090302523,-2.0,-2.0,23,23
US100,M30,short,PD,1,True,break,3.5,46,0.1956521739130435,-0.11956521739130435,-5.5,0.8513513513513513,31.5,37.0,0.003030461090302523,-5.0,-0.5,23,23
US100,M30,short,PD,2,True,next_open,1.5,83,0.27710843373493976,-0.3253269272971259,-27.00213496566145,0.5609561362262044,34.5,61.502134965661455,0.0016534736871416144,-19.497058823529454,-7.505076142131998,36,47
US100,M30,short,PD,2,True,next_open,2.5,83,0.2289156626506024,-0.21689319235736687,-18.00213496566145,0.7251672029453877,47.5,65.50213496566145,0.0016534736871416144,-12.497058823529454,-5.505076142131998,36,47
US100,M30,short,PD,2,True,next_open,3.5,83,0.1927710843373494,-0.15062813211640302,-12.502134965661451,0.8174927690658329,56.0,68.50213496566145,0.0016534736871416144,-9.997058823529454,-2.5050761421319976,36,47
US100,M30,short,PD,2,True,break,1.5,58,0.29310344827586204,-0.2672413793103448,-15.5,0.6219512195121951,25.5,41.0,0.002816022134557852,-11.0,-4.5,26,32
US100,M30,short,PD,2,True,break,2.5,58,0.2413793103448276,-0.15517241379310345,-9.0,0.7954545454545454,35.0,44.0,0.002816022134557852,-5.0,-4.0,26,32
US100,M30,short,PD,2,True,break,3.5,58,0.1896551724137931,-0.14655172413793102,-8.5,0.8191489361702128,38.5,47.0,0.002816022134557852,-8.0,-0.5,26,32
US100,M30,long,PW,1,False,next_open,1.5,26,0.23076923076923078,-0.4230769230769231,-11.0,0.45,9.0,20.0,0.0024173305586748703,-4.0,-7.0,14,12
