symbol,tf,direction,variant,rr,trades,winrate,avg_r,sum_r,pf,gross_win,gross_loss,h1_sum_r,h2_sum_r,h1_trades,h2_trades
US100,M15,long,07_bos,1.5,217,0.4147465437788018,0.030287618973901042,6.572413317336526,1.0521864755535562,132.51334432716556,125.94093100982901,-0.593270142180085,7.165683459516611,113,104
US100,M15,long,07_retest,1.5,195,0.4358974358974359,0.07715801959130673,15.045813820304813,1.1367788598361037,125.04683180169138,110.00101798138658,5.900290481659136,9.145523338645678,99,96
US100,M15,long,08_choch,1.5,46,0.5217391304347826,0.30434782608695654,14.0,1.6363636363636365,36.0,22.0,7.5,6.5,25,21
US100,M15,long,00_base_div,2.5,195,0.3076923076923077,0.06891195224528551,13.437830687830676,1.0984008291279628,150.0,136.56216931216932,1.5,11.937830687830676,100,95
US100,M15,long,00_base_hid,2.5,75,0.41333333333333333,0.44666666666666666,33.5,1.7613636363636365,77.5,44.0,9.0,24.5,33,42
US100,M15,long,02_fib_deep,2.5,52,0.25,-0.125,-6.5,0.8333333333333334,32.5,39.0,-8.5,2.0,26,26
US100,M15,long,04a_hvn,2.5,35,0.2857142857142857,0.0,0.0,1.0,25.0,25.0,-1.5,1.5,19,16
US100,M15,long,04b_avwap,2.5,11,0.2727272727272727,-0.045454545454545456,-0.5,0.9375,7.5,8.0,-2.0,1.5,9,2
US100,M15,long,05_triple_reg,2.5,114,0.2807017543859649,-0.031247099229555465,-3.562169312169323,0.9573710287622876,80.0,83.56216931216932,-7.0,3.437830687830677,56,58
US100,M15,long,05_triple_hid,2.5,353,0.3087818696883853,0.07764779614037937,27.409672037553918,1.1122343479487038,271.6278863232682,244.21821428571428,-11.638214285714248,39.047886323268166,183,170
US100,M15,long,06_ma200,2.5,380,0.3157894736842105,0.10468890977443607,39.781785714285704,1.1528785593409927,300.0,260.2182142857143,-9.138214285714248,48.91999999999995,191,189
US100,M15,long,06_ma200_bb,2.5,48,0.3958333333333333,0.3854166666666667,18.5,1.6379310344827587,47.5,29.0,1.0,17.5,20,28
US100,M15,long,10_wave5,2.5,154,0.2987012987012987,0.04422246997653042,6.810260376385685,1.062947377450747,115.0,108.18973962361432,3.310260376385685,3.5,77,77
US100,M15,long,11_mtf,2.5,21,0.23809523809523808,-0.16666666666666666,-3.5,0.78125,12.5,16.0,0.5,-4.0,10,11
US100,M15,long,12_obv,2.5,467,0.31263383297644537,0.08989563370808755,41.98126094167689,1.1299654040631273,365.0,323.01873905832315,24.481260941676886,17.5,222,245
US100,M15,long,12_obv_bb,2.5,324,0.3148148148148148,0.09620679186818272,31.1710005652912,1.1392625649223966,255.0,223.8289994347088,23.6710005652912,7.5,153,171
US100,M15,long,03_reentry,2.5,285,0.2631578947368421,-0.07894736842105263,-22.5,0.8928571428571429,187.5,210.0,-14.5,-8.0,144,141
US100,M15,long,07_bos,2.5,198,0.31313131313131315,0.017283834410347695,3.4221992132488435,1.025309031819216,138.638719453684,135.21652024043516,4.6138778293812965,-1.191678616132451,99,99
US100,M15,long,07_retest,2.5,186,0.3118279569892473,0.04319151158570565,8.033621154941251,1.061804506518048,138.01801238368273,129.9843912287415,5.417673055115612,2.615948099825639,95,91
US100,M15,long,08_choch,2.5,46,0.41304347826086957,0.44565217391304346,20.5,1.7592592592592593,47.5,27.0,13.5,7.0,25,21
US100,M15,short,00_base_div,1.5,163,0.294478527607362,-0.26512228298587026,-43.21493212669685,0.6249189985272459,72.0,115.21493212669685,-28.0,-15.214932126696848,78,85
US100,M15,short,00_base_hid,1.5,36,0.4166666666666667,-0.0066999176817698685,-0.24119703654371527,0.9893938284710286,22.5,22.741197036543717,-6.741197036543715,6.5,20,16
US100,M15,short,02_fib_deep,1.5,57,0.42105263157894735,0.048860839882511456,2.785067873303153,1.083849873986785,36.0,33.21493212669685,5.5,-2.714932126696847,22,35
US100,M15,short,04a_hvn,1.5,47,0.2553191489361702,-0.3662751516318478,-17.214932126696848,0.5111468037263087,18.0,35.21493212669685,-6.5,-10.714932126696848,19,28
US100,M15,short,04b_avwap,1.5,5,0.6,0.5,2.5,2.25,4.5,2.0,-1.0,3.5,1,4
US100,M15,short,05_triple_reg,1.5,174,0.3735632183908046,-0.06609195402298851,-11.5,0.8944954128440367,97.5,109.0,-19.0,7.5,69,105
US100,M15,short,05_triple_hid,1.5,318,0.42452830188679247,0.06132075471698113,19.5,1.1065573770491803,202.5,183.0,-3.5,23.0,151,167
US100,M15,short,06_ma200,1.5,242,0.45041322314049587,0.12603305785123967,30.5,1.2293233082706767,163.5,133.0,8.5,22.0,124,118
US100,M15,short,06_ma200_bb,1.5,14,0.5,0.25,3.5,1.5,10.5,7.0,2.0,1.5,8,6
US100,M15,short,10_wave5,1.5,249,0.3815261044176707,-0.059505080805570355,-14.816765120587018,0.9058157272098137,142.5,157.31676512058704,-11.5,-3.316765120587019,104,145
US100,M15,short,11_mtf,1.5,63,0.3333333333333333,-0.16666666666666666,-10.5,0.75,31.5,42.0,-2.5,-8.0,25,38
US100,M15,short,12_obv,1.5,457,0.33916849015317285,-0.15933718364468172,-72.81709292561955,0.7615033857820759,232.5,305.3170929256196,-46.11477088948787,-26.702322036131676,189,268
US100,M15,short,12_obv_bb,1.5,252,0.3412698412698413,-0.14614961514359018,-36.82970301618472,0.7779064766666668,129.0,165.82970301618474,-27.114770889487875,-9.714932126696848,120,132
US100,M15,short,03_reentry,1.5,276,0.2898550724637681,-0.28799554415338957,-79.48677018633552,0.6015436506787444,120.0,199.48677018633555,-27.612857142857266,-51.87391304347826,132,144
US100,M15,short,07_bos,1.5,272,0.41911764705882354,0.02163259755448963,5.88406653482118,1.036105403776286,168.85320465275126,162.96913811793007,-18.196726770412383,24.080793305233566,124,148
US100,M15,short,07_retest,1.5,243,0.43209876543209874,0.0514225648753202,12.495683264702809,1.0866752825105144,156.66231189019348,144.16662862549066,-9.425561469315493,21.921244734018302,110,133
US100,M15,short,08_choch,1.5,88,0.4318181818181818,0.07129270361866355,6.273757918442392,1.12684606929673,55.73337423312884,49.45961631468645,-1.9596163146864474,8.23337423312884,45,43
US100,M15,short,00_base_div,2.5,162,0.2222222222222222,-0.2235489637450423,-36.21493212669685,0.7130693530750891,90.0,126.21493212669685,-18.5,-17.714932126696848,78,84
US100,M15,short,00_base_hid,2.5,36,0.3611111111111111,0.21552230454045235,7.758802963456285,1.3135985276701134,32.5,24.741197036543717,-0.7411970365437148,8.5,20,16
US100,M15,short,02_fib_deep,2.5,57,0.2807017543859649,-0.02131459871397977,-1.214932126696847,0.9705220398528842,40.0,41.21493212669685,2.5,-3.714932126696847,22,35
US100,M15,short,04a_hvn,2.5,47,0.14893617021276595,-0.4832964282275925,-22.714932126696848,0.4351617440225033,17.5,40.21493212669685,-8.5,-14.214932126696848,19,28
US100,M15,short,04b_avwap,2.5,5,0.6,1.1,5.5,3.75,7.5,2.0,-1.0,6.5,1,4
US100,M15,short,05_triple_reg,2.5,172,0.27906976744186046,-0.023255813953488372,-4.0,0.967741935483871,120.0,124.0,-16.5,12.5,69,103
US100,M15,short,05_triple_hid,2.5,308,0.3116883116883117,0.08083199221527784,24.896253602305578,1.1157406787154518,240.0,215.1037463976944,0.0,24.896253602305578,147,161
US100,M15,short,06_ma200,2.5,234,0.33760683760683763,0.18162393162393162,42.5,1.2741935483870968,197.5,155.0,19.0,23.5,121,113
US100,M15,short,06_ma200_bb,2.5,14,0.5,0.75,10.5,2.5,17.5,7.0,6.0,4.5,8,6
US100,M15,short,10_wave5,2.5,245,0.2816326530612245,-0.03377770224657773,-8.275537050411543,0.9542220303397367,172.5,180.77553705041154,-8.5,0.2244629495884567,103,142
