symbol,tf,direction,level,closeback,depth_cap,div,entry,rr,trades,winrate,avg_r,sum_r,pf,gross_win,gross_loss,risk_pct,h1_sum_r,h2_sum_r,h1_trades,h2_trades
US100,H2,short,major,2,1.0,True,next_open,2.5,76,0.17105263157894737,-0.41011585344184154,-31.168804861579957,0.5104540609904187,32.5,63.66880486157996,0.002741830715230286,-21.668804861579957,-9.5,35,41
US100,H2,short,major,2,1.0,True,next_open,3.5,76,0.14473684210526316,-0.3574842744944731,-27.168804861579957,0.5862753263311592,38.5,65.66880486157996,0.002741830715230286,-22.168804861579957,-5.0,35,41
US100,H2,short,major,2,1.0,True,break,1.5,51,0.21568627450980393,-0.4685529411764697,-23.896199999999954,0.4084542605492601,16.5,40.39619999999995,0.004463316108995006,-16.896199999999954,-7.0,24,27
US100,H2,short,major,2,1.0,True,break,2.5,51,0.19607843137254902,-0.32149411764705793,-16.396199999999954,0.6039201665853394,25.0,41.39619999999995,0.004463316108995006,-17.396199999999954,1.0,24,27
US100,H2,short,major,2,1.0,True,break,3.5,51,0.13725490196078433,-0.39012156862745007,-19.896199999999954,0.5518490321243716,24.5,44.39619999999995,0.004463316108995006,-15.396199999999954,-4.5,24,27
US100,H4,long,piv3,1,none,False,next_open,1.5,108,0.3333333333333333,-0.16666666666666666,-18.0,0.75,54.0,72.0,0.005523750978983012,-11.0,-7.0,56,52
US100,H4,long,piv3,1,none,False,next_open,2.5,106,0.2641509433962264,-0.07547169811320754,-8.0,0.8974358974358975,70.0,78.0,0.005574219668561489,-12.0,4.0,54,52
US100,H4,long,piv3,1,none,False,next_open,3.5,96,0.20833333333333334,-0.0625,-6.0,0.9210526315789473,70.0,76.0,0.005636166566392237,-8.0,2.0,44,52
US100,H4,long,piv3,1,none,False,break,1.5,61,0.3770491803278688,-0.049132449823808794,-2.9970794392523366,0.9200716566710803,34.5,37.49707943925234,0.01035558170195008,4.5,-7.497079439252336,28,33
US100,H4,long,piv3,1,none,False,break,2.5,58,0.3103448275862069,0.07498853128698674,4.349334814645231,1.1069929555842095,45.0,40.65066518535477,0.010211378147814218,5.346414253897568,-0.9970794392523364,25,33
US100,H4,long,piv3,1,none,False,break,3.5,55,0.2545454545454545,0.13362426935718602,7.349334814645231,1.176451799315546,49.0,41.650665185354775,0.010377083738585677,2.846414253897568,4.502920560747663,23,32
US100,H4,long,piv3,1,none,True,next_open,1.5,25,0.32,-0.2,-5.0,0.7058823529411765,12.0,17.0,0.008215498970001026,-2.5,-2.5,15,10
US100,H4,long,piv3,1,none,True,next_open,2.5,25,0.24,-0.16,-4.0,0.7894736842105263,15.0,19.0,0.008215498970001026,-1.0,-3.0,15,10
US100,H4,long,piv3,1,none,True,next_open,3.5,25,0.2,-0.1,-2.5,0.875,17.5,20.0,0.008215498970001026,3.0,-5.5,15,10
US100,H4,long,piv3,1,none,True,break,1.5,15,0.4666666666666667,0.16666666666666666,2.5,1.3125,10.5,8.0,0.011584538772373561,1.0,1.5,9,6
US100,H4,long,piv3,1,none,True,break,2.5,15,0.4666666666666667,0.6333333333333333,9.5,2.1875,17.5,8.0,0.011584538772373561,5.0,4.5,9,6
US100,H4,long,piv3,1,none,True,break,3.5,15,0.4,0.8,12.0,2.3333333333333335,21.0,9.0,0.011584538772373561,9.0,3.0,9,6
US100,H4,long,piv3,1,1.0,False,next_open,1.5,106,0.32075471698113206,-0.19811320754716982,-21.0,0.7083333333333334,51.0,72.0,0.005348421780849392,-14.0,-7.0,54,52
US100,H4,long,piv3,1,1.0,False,next_open,2.5,105,0.2571428571428571,-0.1,-10.5,0.8653846153846154,67.5,78.0,0.005360858931622527,-14.5,4.0,53,52
US100,H4,long,piv3,1,1.0,False,next_open,3.5,101,0.19801980198019803,-0.10891089108910891,-11.0,0.8641975308641975,70.0,81.0,0.0053480094613343,-13.0,2.0,49,52
US100,H4,long,piv3,1,1.0,False,break,1.5,58,0.3620689655172414,-0.08615654205607476,-4.997079439252336,0.8630827585103148,31.5,36.49707943925234,0.010142474616517072,1.5,-6.497079439252337,26,32
US100,H4,long,piv3,1,1.0,False,break,2.5,55,0.3090909090909091,0.06998790572082239,3.8493348146452315,1.099592977150204,42.5,38.650665185354775,0.009978781391131997,3.846414253897568,0.0029205607476630036,23,32
US100,H4,long,piv3,1,1.0,False,break,3.5,53,0.2641509433962264,0.1764025436725515,9.34933481464523,1.2357926347752284,49.0,39.650665185354775,0.010181595303132746,3.846414253897568,5.502920560747664,22,31
US100,H4,long,piv3,1,1.0,True,next_open,1.5,25,0.32,-0.2,-5.0,0.7058823529411765,12.0,17.0,0.008215498970001026,-2.5,-2.5,15,10
US100,H4,long,piv3,1,1.0,True,next_open,2.5,25,0.24,-0.16,-4.0,0.7894736842105263,15.0,19.0,0.008215498970001026,-1.0,-3.0,15,10
US100,H4,long,piv3,1,1.0,True,next_open,3.5,25,0.2,-0.1,-2.5,0.875,17.5,20.0,0.008215498970001026,3.0,-5.5,15,10
US100,H4,long,piv3,1,1.0,True,break,1.5,15,0.4666666666666667,0.16666666666666666,2.5,1.3125,10.5,8.0,0.011584538772373561,1.0,1.5,9,6
US100,H4,long,piv3,1,1.0,True,break,2.5,15,0.4666666666666667,0.6333333333333333,9.5,2.1875,17.5,8.0,0.011584538772373561,5.0,4.5,9,6
US100,H4,long,piv3,1,1.0,True,break,3.5,15,0.4,0.8,12.0,2.3333333333333335,21.0,9.0,0.011584538772373561,9.0,3.0,9,6
US100,H4,long,piv3,2,none,False,next_open,1.5,125,0.36,-0.10015279096760576,-12.519098870950721,0.8435486146733461,67.5,80.01909887095073,0.006476288716679207,-7.0,-5.519098870950721,62,63
US100,H4,long,piv3,2,none,False,next_open,2.5,111,0.27927927927927926,-0.04437683901461402,-4.925829130622156,0.9384418320110528,75.09326974032857,80.01909887095073,0.00645261030525642,-6.5,1.574170869377844,59,52
US100,H4,long,piv3,2,none,False,next_open,3.5,93,0.22580645161290322,-0.02070784011421673,-1.925829130622156,0.9732594664357991,70.09326974032857,72.01909887095073,0.006789648733082834,-2.5,0.574170869377844,43,50
US100,H4,long,piv3,2,none,False,break,1.5,72,0.4027777777777778,0.013929452232606443,1.002920560747664,1.0235997525943235,43.5,42.49707943925234,0.010877083296897423,8.0,-6.997079439252337,32,40
US100,H4,long,piv3,2,none,False,break,2.5,57,0.3333333333333333,0.18349800248567474,10.45938614168346,1.2823761555813165,47.5,37.04061385831654,0.010511956229159278,12.5,-2.040613858316539,26,31
US100,H4,long,piv3,2,none,False,break,3.5,52,0.25,0.1434497334939127,7.459386141683461,1.1960900570497148,45.5,38.04061385831654,0.010899390618399693,4.0,3.459386141683461,23,29
US100,H4,long,piv3,2,none,True,next_open,1.5,26,0.34615384615384615,-0.1346153846153846,-3.5,0.7941176470588235,13.5,17.0,0.00823197056102232,-2.5,-1.0,15,11
US100,H4,long,piv3,2,none,True,next_open,2.5,26,0.2692307692307692,-0.057692307692307696,-1.5,0.9210526315789473,17.5,19.0,0.00823197056102232,-1.0,-0.5,15,11
US100,H4,long,piv3,2,none,True,next_open,3.5,25,0.24,0.08,2.0,1.105263157894737,21.0,19.0,0.008184451009777662,3.0,-1.0,15,10
US100,H4,long,piv3,2,none,True,break,1.5,15,0.4666666666666667,0.16666666666666666,2.5,1.3125,10.5,8.0,0.012137403826844504,1.0,1.5,9,6
US100,H4,long,piv3,2,none,True,break,2.5,15,0.4,0.4,6.0,1.6666666666666667,15.0,9.0,0.012137403826844504,5.0,1.0,9,6
US100,H4,long,piv3,2,none,True,break,3.5,15,0.4,0.8,12.0,2.3333333333333335,21.0,9.0,0.012137403826844504,9.0,3.0,9,6
US100,H4,long,piv3,2,1.0,False,next_open,1.5,118,0.3474576271186441,-0.13135593220338984,-15.5,0.7987012987012987,61.5,77.0,0.005549446001720269,-9.0,-6.5,59,59
US100,H4,long,piv3,2,1.0,False,next_open,2.5,116,0.27586206896551724,-0.034482758620689655,-4.0,0.9523809523809523,80.0,84.0,0.005552238888944727,-8.0,4.0,57,59
US100,H4,long,piv3,2,1.0,False,next_open,3.5,105,0.21904761904761905,-0.014285714285714285,-1.5,0.9817073170731707,80.5,82.0,0.005629786051279627,-7.5,6.0,48,57
US100,H4,long,piv3,2,1.0,False,break,1.5,66,0.3939393939393939,-0.0075315066553384305,-0.49707943925233644,0.9874147798695634,39.0,39.49707943925233,0.00989579595608774,5.0,-5.497079439252336,30,36
US100,H4,long,piv3,2,1.0,False,break,2.5,58,0.3275862068965517,0.1552227682887528,9.002920560747663,1.2338598327946955,47.5,38.49707943925234,0.010098743128304557,11.0,-1.9970794392523366,24,34
US100,H4,long,piv3,2,1.0,False,break,3.5,56,0.26785714285714285,0.21433786715620826,12.002920560747663,1.2963897823484443,52.5,40.49707943925234,0.010294976357061428,4.0,8.002920560747663,23,33
US100,H4,long,piv3,2,1.0,True,next_open,1.5,26,0.34615384615384615,-0.1346153846153846,-3.5,0.7941176470588235,13.5,17.0,0.00823197056102232,-2.5,-1.0,15,11
US100,H4,long,piv3,2,1.0,True,next_open,2.5,26,0.2692307692307692,-0.057692307692307696,-1.5,0.9210526315789473,17.5,19.0,0.00823197056102232,-1.0,-0.5,15,11
US100,H4,long,piv3,2,1.0,True,next_open,3.5,25,0.24,0.08,2.0,1.105263157894737,21.0,19.0,0.008184451009777662,3.0,-1.0,15,10
US100,H4,long,piv3,2,1.0,True,break,1.5,15,0.4666666666666667,0.16666666666666666,2.5,1.3125,10.5,8.0,0.012137403826844504,1.0,1.5,9,6
US100,H4,long,piv3,2,1.0,True,break,2.5,15,0.4,0.4,6.0,1.6666666666666667,15.0,9.0,0.012137403826844504,5.0,1.0,9,6
US100,H4,long,piv3,2,1.0,True,break,3.5,15,0.4,0.8,12.0,2.3333333333333335,21.0,9.0,0.012137403826844504,9.0,3.0,9,6
US100,H4,long,piv5,1,none,False,next_open,1.5,64,0.40625,0.015625,1.0,1.0263157894736843,39.0,38.0,0.00554494942069568,-1.5,2.5,34,30
US100,H4,long,piv5,1,none,False,next_open,2.5,63,0.36507936507936506,0.2777777777777778,17.5,1.4375,57.5,40.0,0.00560668988907216,5.5,12.0,33,30
US100,H4,long,piv5,1,none,False,next_open,3.5,58,0.3103448275862069,0.39655172413793105,23.0,1.575,63.0,40.0,0.005517987038231699,3.5,19.5,28,30
US100,H4,long,piv5,1,none,False,break,1.5,35,0.4857142857142857,0.22865487316421895,8.002920560747663,1.4573860791186781,25.5,17.497079439252335,0.010965645590086498,10.5,-2.4970794392523366,17,18
US100,H4,long,piv5,1,none,False,break,2.5,34,0.4117647058823529,0.455968251786696,15.502920560747663,1.7951406572995,35.0,19.497079439252335,0.010736209539227172,15.5,0.0029205607476635587,16,18
US100,H4,long,piv5,1,none,False,break,3.5,30,0.3333333333333333,0.5074995383037965,15.224986149113894,1.7699102647370168,35.0,19.775013850886104,0.01127659659305075,9.222065588366231,6.002920560747664,13,17
US100,H4,long,piv5,1,none,True,next_open,1.5,15,0.26666666666666666,-0.3333333333333333,-5.0,0.5454545454545454,6.0,11.0,0.007933797963804627,-5.0,0.0,10,5
US100,H4,long,piv5,1,none,True,next_open,2.5,15,0.2,-0.3,-4.5,0.625,7.5,12.0,0.007933797963804627,-3.0,-1.5,10,5
US100,H4,long,piv5,1,none,True,next_open,3.5,15,0.2,-0.1,-1.5,0.875,10.5,12.0,0.007933797963804627,-1.0,-0.5,10,5
US100,H4,long,piv5,1,none,True,break,1.5,7,0.42857142857142855,0.07142857142857142,0.5,1.125,4.5,4.0,0.011761067414623145,0.0,0.5,5,2
