family,symbol,tf,direction,p1,p2,p3,p4,p5,trades,winrate,avg_r,sum_r,pf,net05,risk_pct,h1,h2,q_pos
A.ORB,US100,M15,short,NY,or30,buf0.0,opp,eod,336,0.41964285714285715,0.07384540712745756,24.81205679482574,1.1546014847609718,-0.025878548307329947,0.006281407221688856,0.09336646370860792,0.05337210388381208,3
A.ORB,US100,M15,long,NY,or30,buf0.0,half,1.5R,362,0.35911602209944754,-0.20446855562896654,-74.01761713768589,0.6931140817684374,-0.4107712601748449,0.0030180735351009883,-0.2830464030387294,-0.12501762102576183,0
A.ORB,US100,M15,short,NY,or30,buf0.0,half,1.5R,336,0.29464285714285715,-0.40629050409461087,-136.51360937578926,0.4965475248296901,-0.6056569612693471,0.003143048130811802,-0.36141870997250164,-0.4533511662226766,0
A.ORB,US100,M15,long,NY,or30,buf0.0,half,2.5R,362,0.3149171270718232,-0.1788403064287289,-64.74019092719986,0.7433285376189233,-0.38514301097460735,0.0030180735351009883,-0.2716224759101073,-0.08502722395311293,0
A.ORB,US100,M15,short,NY,or30,buf0.0,half,2.5R,336,0.22916666666666666,-0.45918252904143975,-154.28532975792376,0.46999789040159895,-0.658548986216176,0.003143048130811802,-0.4225503728606962,-0.49760161967002425,0
A.ORB,US100,M15,long,NY,or30,buf0.0,half,3.5R,362,0.292817679558011,-0.23894152281100398,-86.49683125758344,0.6648110893465329,-0.44524422735688235,0.0030180735351009883,-0.3626746726450488,-0.11383356020102518,0
A.ORB,US100,M15,short,NY,or30,buf0.0,half,3.5R,336,0.22023809523809523,-0.4330054320281477,-145.48982516145762,0.5053103576451882,-0.6323718892028839,0.003143048130811802,-0.37648216596264206,-0.49228593058465353,0
A.ORB,US100,M15,long,NY,or30,buf0.0,half,eod,362,0.2900552486187845,-0.2415882991639532,-87.45496429735105,0.6624064008038593,-0.4478910037098316,0.0030180735351009883,-0.37781752970413074,-0.10384541050666256,0
A.ORB,US100,M15,short,NY,or30,buf0.0,half,eod,336,0.21428571428571427,-0.39043090196821206,-131.18478306131925,0.5572372198204201,-0.5897973591429484,0.003143048130811802,-0.3325140864710503,-0.4511729279774306,0
A.ORB,US100,M15,long,NY,or30,buf0.1,opp,1.5R,359,0.49303621169916434,0.016821310569851745,6.038850494576777,1.043354818269283,-0.0826077996742674,0.006232270279120521,0.024038961948239398,0.009482013381715993,3
A.ORB,US100,M15,short,NY,or30,buf0.1,opp,1.5R,331,0.44410876132930516,-0.009485891746583163,-3.139830168119027,0.9791535537136727,-0.10659670358307803,0.0064317025650570845,-0.03342800452241141,0.01579460000429137,2
