Date,Open,High,Low,Close,Volume
1999-03-10,43.079719,43.106051,42.368745,43.027054,5232000
1999-03-11,43.343038,43.593196,42.395074,43.237709,9688600
1999-03-12,43.079714,43.106046,41.842093,42.184414,8743600
1999-03-15,42.500403,43.448367,42.052753,43.395702,6369000
1999-03-16,43.580036,43.948689,43.106054,43.764362,4905800
1999-03-17,43.764372,43.817036,43.316722,43.448383,3965000
1999-03-18,43.395708,44.317340,43.382542,44.291008,4848400
1999-03-19,44.870325,44.870325,43.132390,43.158722,7160400
1999-03-22,43.343038,43.448367,42.553068,42.632065,5024800
1999-03-23,42.395083,42.553077,41.052133,41.131130,10962400
1999-03-24,41.499753,42.553047,40.867777,42.526714,8447000
1999-03-25,43.185034,44.080334,42.901962,44.080334,8133800
1999-03-26,43.711706,44.212021,43.422050,43.606377,8256200
1999-03-29,44.133008,45.212635,43.869685,45.186302,5113800
1999-03-30,45.133658,45.502311,44.686008,44.870335,4940600
1999-03-31,45.607620,45.660285,44.080344,44.212006,8256600
1999-04-01,45.502301,45.554966,44.396342,45.133648,8715800
1999-04-05,45.864356,46.832070,45.581284,46.766239,5697200
1999-04-06,46.713578,47.371887,46.318593,46.858406,7522400
1999-04-07,47.292886,47.398215,45.370625,46.371254,11923600
1999-04-08,46.292260,46.963735,45.344296,46.739910,7952400
1999-04-09,46.660930,47.134912,46.529268,47.029583,4946800
1999-04-12,45.923603,47.029562,45.870939,46.713573,10934000
1999-04-13,47.003236,47.108565,45.712951,46.081604,9962200
1999-04-14,46.660912,46.713576,44.244919,44.501659,21253800
1999-04-15,44.659661,45.179725,43.079720,45.107311,17650600
1999-04-16,45.001983,45.001983,43.553704,43.790695,17274000
1999-04-19,44.080370,44.449023,41.295723,41.736790,19460600
1999-04-20,41.552447,43.027059,41.157462,42.684738,17413600
1999-04-21,43.079718,44.817653,42.500407,44.791321,10940400
1999-04-22,45.212650,46.134282,44.916411,46.002621,13630600
1999-04-23,45.765645,46.950601,45.291662,46.608280,7064400
1999-04-26,46.924254,48.030212,46.772843,47.681309,5421000
1999-04-27,48.030215,48.267206,46.351527,46.950588,16482800
1999-04-28,46.555587,46.713581,45.140224,45.344299,7676800
1999-04-29,45.133641,45.396965,44.027683,44.975647,19148200
1999-04-30,45.607614,45.844605,43.659020,45.265293,15295200
1999-05-03,45.133646,45.317972,44.271261,45.028316,11109800
1999-05-04,45.107304,45.818277,44.054010,44.317333,15428400
1999-05-05,44.343672,45.660290,43.000723,45.660290,12642600
1999-05-06,45.238994,45.633980,43.580056,44.001373,15173400
1999-05-07,44.396325,44.764978,43.448361,44.633316,16430400
1999-05-10,44.922992,45.383808,44.396345,45.080986,10604200
1999-05-11,45.449622,46.028934,45.186299,45.791943,8800800
1999-05-12,46.002605,46.897904,44.659655,46.739910,12507400
1999-05-13,47.108553,47.187550,45.660275,45.870934,9864000
1999-05-14,44.975644,45.502291,44.659656,45.001976,12205400
1999-05-17,44.607005,45.949955,44.165938,45.811710,9906800
1999-05-18,45.765610,46.028934,45.080970,45.607616,9267800
1999-05-19,45.791955,46.265937,45.080982,46.239605,7985600
1999-05-20,46.338333,46.338333,44.896637,44.969051,5997200
1999-05-21,45.107312,45.238974,44.317342,44.554333,10958600
1999-05-24,44.633339,44.712336,43.132395,43.422050,9569800
1999-05-25,43.369385,44.001362,41.815777,42.000103,17771200
1999-05-26,42.553065,43.343035,41.236448,43.171875,26772000
1999-05-27,43.000716,43.757771,42.447737,43.132378,23334800
1999-05-28,43.395696,44.080337,42.842717,43.843346,12969800
1999-06-01,43.764345,43.975003,42.632054,42.869045,6960200
1999-06-02,42.842725,43.817022,41.769682,43.593197,11996600
1999-06-03,43.922364,43.922364,42.711076,42.974400,11147800
1999-06-04,43.290379,44.442419,43.290379,44.291008,12987200
1999-06-07,44.600416,45.495715,44.501669,45.212643,11491800
1999-06-08,45.317954,45.528612,43.849926,44.080334,8134800
1999-06-09,44.238357,44.942748,44.212025,44.817669,8384400
1999-06-10,44.343667,44.606991,43.770939,44.304169,9392400
1999-06-11,44.607003,44.653084,43.237720,43.632706,16567600
1999-06-14,43.790718,43.790718,42.711091,42.809837,14136800
1999-06-15,42.915153,43.705124,42.790074,43.448383,9147800
1999-06-16,44.527991,45.680031,44.475326,45.680031,15060200
1999-06-17,45.080969,46.397587,45.080969,46.186928,16278200
1999-06-18,45.765626,46.529264,45.686629,46.397602,5392800
1999-06-21,46.713597,47.812973,46.634600,47.786640,10565200
1999-06-22,47.503560,48.109204,46.344936,46.344936,10862800
1999-06-23,46.351502,47.187554,46.055263,47.075642,9607000
1999-06-24,47.055899,47.082231,45.923608,46.140850,14988800
1999-06-25,46.450257,46.818910,45.660286,46.081604,8635600
1999-06-28,46.476586,47.240224,46.094767,47.174393,7666200
1999-06-29,47.134905,48.003872,46.897914,47.819546,9000400
1999-06-30,47.865604,50.505420,47.299459,48.556828,19467600
1999-07-01,48.714849,49.162499,47.872214,48.886009,6822600
1999-07-02,48.872834,49.557475,48.872834,49.504810,3302000
1999-07-06,49.768128,50.268442,48.925493,49.188816,8794800
1999-07-07,49.162489,49.478477,48.820169,49.267818,10520000
1999-07-08,49.267820,50.130204,49.030829,49.926128,11225000
1999-07-09,50.110438,50.479091,49.741785,50.426426,4206800
1999-07-12,50.610774,50.874097,49.873468,50.163124,7816200
1999-07-13,49.926128,50.110455,49.531143,49.926128,6230000
1999-07-14,50.426426,50.874076,49.715453,50.775330,6909400
1999-07-15,50.953077,51.242733,50.670005,51.242733,6539800
1999-07-16,51.269086,52.006392,51.249337,51.716736,4913800
1999-07-19,51.927388,51.927388,50.986007,51.190083,6833000
1999-07-20,50.564689,50.637103,49.083495,49.215157,14837400
1999-07-21,49.320498,49.880061,48.925513,49.452160,10980400
1999-07-22,49.452152,49.452152,48.056537,48.194782,15148400
1999-07-23,48.556845,48.760921,47.766874,48.267189,12115000
1999-07-26,47.608876,48.135523,47.003233,47.082230,10720000
1999-07-27,48.030220,48.767526,47.622068,48.030220,13732800
1999-07-28,48.609511,49.241487,47.984118,48.971581,10161800
1999-07-29,48.056527,48.451513,47.450884,47.924866,13033800
1999-07-30,48.135531,48.662178,47.615468,47.687881,10947400
1999-08-02,47.766864,48.714829,47.371879,47.556206,9642400
1999-08-03,48.207914,48.214497,46.555561,47.246784,13005000
1999-08-04,47.246823,47.602310,46.351523,46.391022,13227600
1999-08-05,46.397596,47.128319,45.291638,47.128319,18695200
1999-08-06,46.792578,47.661546,46.292264,46.621418,12392200
1999-08-09,46.792564,46.924225,45.930180,46.022343,7983400
1999-08-10,45.897272,46.233010,44.606987,45.607616,16767200
1999-08-11,46.423933,47.187571,45.726126,47.108574,13101400
1999-08-12,47.292893,47.608882,46.450258,46.555588,12715000
1999-08-13,47.529889,48.635848,47.450892,48.583183,14342600
1999-08-16,48.556846,49.136158,48.240858,48.971581,11470600
1999-08-17,49.399483,49.452148,48.319857,49.215157,11408400
1999-08-18,48.978174,49.583818,48.477859,48.662186,7035200
1999-08-19,48.214544,48.556864,47.773477,48.082882,10157800
1999-08-20,48.135531,48.846504,47.872207,48.846504,6920800
1999-08-23,49.294165,50.400124,49.182252,50.400124,9652000
1999-08-24,50.031485,51.295438,49.932738,50.742458,13891400
1999-08-25,51.058414,52.032711,50.505435,51.822052,11352000
1999-08-26,51.822079,52.006405,50.880697,50.959694,9753000
1999-08-27,51.341498,51.348082,50.321120,50.452782,9635400
1999-08-30,50.663423,50.821417,49.610129,49.741791,10141600
1999-08-31,50.084122,50.610769,48.978163,50.294781,14590400
1999-09-01,50.610767,51.084750,50.294779,50.656849,10752000
1999-09-02,49.715465,50.742427,49.610136,50.479103,14583200
1999-09-03,51.927411,52.816128,51.743085,52.796379,14195400
1999-09-07,52.691026,53.217673,52.480367,52.559364,9009000
1999-09-08,52.243358,52.770005,51.427056,51.848373,14303400
1999-09-09,51.874716,52.717351,51.611393,52.585690,12677600
1999-09-10,53.296675,53.711409,52.691031,53.191345,10251000
1999-09-13,53.138675,53.244004,52.269707,52.552780,7240800
1999-09-14,52.348714,53.211098,52.243384,52.842445,10022600
1999-09-15,53.500739,53.500739,51.769387,51.822052,16096000
1999-09-16,51.795723,52.269705,50.722680,51.795723,15371000
1999-09-17,52.269705,53.454660,52.190708,53.349331,14506400
1999-09-20,53.507330,53.717989,53.112345,53.474415,6187200
1999-09-21,53.007019,53.112348,52.039305,52.190716,12265800
1999-09-22,52.269704,53.020176,51.637728,52.743687,12441800
1999-09-23,53.296661,53.401991,50.248693,50.558098,19766000
1999-09-24,50.242117,50.821428,49.399482,50.623936,23570800
1999-09-27,51.348092,51.716745,50.821445,50.979439,12608800
1999-09-28,50.722673,51.400730,49.636463,51.216404,20622000
1999-09-29,51.216415,51.585068,50.189453,50.189453,15557000
1999-09-30,50.663438,51.242750,50.031462,50.716103,17604200
1999-10-01,50.031446,50.735836,49.504799,50.735836,19607400
1999-10-04,51.005750,52.059044,50.716095,51.874718,12434200
1999-10-05,52.059047,52.875350,51.137415,52.243374,19526400
1999-10-06,52.559374,53.369093,51.762820,53.290096,19098200
1999-10-07,53.586322,53.843063,52.770020,53.165005,22013600
1999-10-08,52.954350,53.875982,52.243377,53.724571,22523200
1999-10-11,53.875988,54.507965,53.744326,54.481632,13016000
1999-10-12,54.297301,54.731785,53.086013,53.244007,20182800
1999-10-13,52.638367,53.270343,51.453411,51.664070,22570600
1999-10-14,51.848377,52.348692,51.005742,51.986622,22130400
1999-10-15,50.663440,51.400746,50.143377,50.452782,33703000
1999-10-18,50.505429,50.689755,48.379093,49.814205,24714800
1999-10-19,50.354040,50.610780,49.241498,50.084133,26657200
1999-10-20,50.847763,52.026135,50.347448,51.611401,22486400
1999-10-21,50.768778,52.454048,50.400125,52.454048,22454800
1999-10-22,52.763453,53.296683,52.032730,52.217056,16589400
1999-10-25,51.980050,52.816102,51.769392,52.243374,13855400
1999-10-26,52.875346,53.165002,51.716723,51.822052,13542400
1999-10-27,51.690389,51.927380,50.933334,51.743053,15225200
1999-10-28,52.559364,53.717987,52.085382,53.533661,14103800
1999-10-29,54.771287,55.824581,54.586960,55.403263,19000000
1999-11-01,55.403238,56.061547,55.041169,55.113583,9681800
1999-11-02,55.403244,56.087885,54.935845,55.146503,12834800
1999-11-03,55.929926,56.561903,55.771932,56.245914,18752600
1999-11-04,57.029280,57.141192,56.272225,56.877869,20048600
1999-11-05,58.036488,58.326144,57.457176,57.457176,15134600
1999-11-08,57.667838,58.819878,57.483512,58.615803,10890800
1999-11-09,59.089781,59.195110,57.720499,58.220814,14629800
1999-11-10,58.247153,59.484774,57.983830,58.984459,16561000
1999-11-11,59.616421,60.116736,59.089775,60.037739,18501400
1999-11-12,60.353754,60.880401,58.457824,60.827736,28646600
1999-11-15,60.880389,61.091048,60.406407,60.709229,10909400
1999-11-16,60.933051,62.539324,60.669727,62.249668,19126400
1999-11-17,62.249663,62.519570,61.091040,61.407028,21683600
1999-11-18,61.828353,63.289799,61.459701,63.289799,17738400
1999-11-19,63.013333,63.961298,62.776342,63.855968,17939400
1999-11-22,63.987615,65.304233,62.881657,62.881657,18841800
1999-11-23,64.408915,64.461580,62.565651,63.171295,24047600
1999-11-24,63.355642,65.508312,62.697333,65.251572,18617800
1999-11-26,66.067863,66.383851,65.198896,65.462219,8045200
1999-11-29,65.330564,65.883543,64.303602,64.382599,20485200
1999-11-30,64.514216,64.619545,61.933647,61.933647,23702400
1999-12-01,62.618329,63.592626,62.144347,63.276638,23205800
1999-12-02,63.513627,65.409556,63.474128,65.284477,17229200
1999-12-03,66.831502,67.568808,66.489181,66.673508,21444600
1999-12-06,66.930256,67.832139,66.304863,67.279160,16018400
1999-12-07,67.489818,67.753142,66.429941,67.279160,23397000
1999-12-08,67.298943,67.825591,66.304896,66.462891,19563000
1999-12-09,67.410808,67.779461,65.093561,66.778831,28445400
1999-12-10,67.331802,67.568793,65.830859,67.331802,20428400
1999-12-13,67.101392,68.536505,66.805153,68.246849,16209200
1999-12-14,68.042777,68.437762,66.568166,67.015816,27760200
1999-12-15,66.252198,68.306122,65.672887,68.306122,31797200
1999-12-16,69.201386,70.149350,68.885398,69.991356,27219600
1999-12-17,71.202675,71.518663,70.300792,70.597031,23892400
1999-12-20,71.123669,71.834642,70.518025,71.518654,15392000
1999-12-21,71.729282,75.363144,71.321130,75.363144,26003800
1999-12-22,75.152515,75.257844,73.677904,75.126183,22313600
1999-12-23,75.725207,76.469096,74.994485,76.021446,17543600
1999-12-27,76.100492,76.126824,74.072901,75.573845,19281800
1999-12-28,75.626508,76.258485,74.625879,75.099861,15346400
1999-12-29,75.837168,77.943756,75.731839,77.943756,16512600
1999-12-30,78.891728,78.997057,77.101128,77.101128,21887000
1999-12-31,78.049106,78.523088,76.995811,76.995811,14464400
2000-01-03,81.050995,81.050995,76.469165,79.839706,36345200
2000-01-04,77.522438,78.786391,74.099233,74.362556,33786600
2000-01-05,73.730559,75.521158,70.991995,72.466606,42496600
2000-01-06,73.203902,74.151866,67.200129,67.489784,37134800
2000-01-07,69.886034,75.837143,69.517381,75.837143,28138200
2000-01-10,76.679803,79.155044,75.784503,77.943756,29675600
2000-01-11,77.311775,78.259740,73.309258,74.151894,32546600
2000-01-12,74.994520,75.198596,72.466615,72.519279,29050000
2000-01-13,74.573188,77.101093,73.375067,76.890434,25165200
2000-01-14,78.365057,78.891704,77.522422,78.681046,21898600
2000-01-18,77.575118,79.576376,77.048470,79.102394,16752400
2000-01-19,78.779767,80.892937,77.884467,80.892937,19006000
2000-01-20,80.471665,81.630288,79.214295,80.103012,25958000
2000-01-21,81.314312,81.366977,80.103023,81.103653,18698200
2000-01-24,82.104260,82.262255,76.653464,77.206444,28340400
2000-01-25,77.417087,79.306433,75.336832,78.365051,33276200
2000-01-26,78.575749,78.628414,74.994549,75.205208,23095600
2000-01-27,77.311771,77.943747,73.835901,76.311142,30739200
2000-01-28,75.837146,76.232131,71.413312,72.466606,35313800
