Date,Open,High,Low,Close,Volume
2011-03-28,0.876607,0.889043,0.863109,0.867204,22812000
2011-03-29,0.863867,0.891166,0.840360,0.891015,29970000
2011-03-30,0.911945,0.917405,0.873119,0.893896,29814000
2011-03-31,0.887072,0.898295,0.860682,0.871147,20958000
2011-04-01,0.890409,0.890409,0.831412,0.840663,33942000
2011-04-04,0.845213,0.852948,0.803658,0.818976,27054000
2011-04-05,0.856891,0.892835,0.855981,0.872361,44274000
2011-04-06,0.898598,0.916343,0.888134,0.915130,30012000
2011-04-07,0.915281,0.915281,0.873574,0.901783,20022000
2011-04-08,0.917253,0.925140,0.866446,0.879641,20496000
2011-04-11,0.886010,0.886010,0.848853,0.855981,18594000
2011-04-12,0.834142,0.834142,0.790311,0.803506,31302000
2011-04-13,0.819734,0.826255,0.795013,0.810331,33960000
2011-04-14,0.793193,0.813213,0.776207,0.811999,18072000
2011-04-15,0.806539,0.834597,0.793951,0.828075,17262000
2011-04-18,0.798349,0.803051,0.764074,0.783789,29268000
2011-04-19,0.778937,0.794709,0.773477,0.793193,22242000
2011-04-20,0.864322,0.894806,0.858408,0.894806,52812000
2011-04-21,0.913765,0.913765,0.880854,0.892380,22464000
2011-04-25,0.889801,0.908305,0.883736,0.894958,13536000
2011-04-26,0.896626,0.940305,0.895868,0.938030,30864000
2011-04-27,0.928172,0.941064,0.903300,0.937879,26574000
2011-04-28,0.928324,0.937727,0.900418,0.919224,25950000
2011-04-29,0.914220,0.936817,0.913916,0.932722,12540000
2011-05-02,0.941822,0.941822,0.897840,0.903603,21006000
2011-05-03,0.894806,0.898750,0.852493,0.870237,33096000
2011-05-04,0.892228,0.892835,0.840057,0.871754,20118000
2011-05-05,0.856891,0.903148,0.851583,0.877062,41994000
2011-05-06,0.909973,0.926200,0.885404,0.896323,40860000
2011-05-09,0.896323,0.896626,0.870692,0.888588,18708000
2011-05-10,0.901176,0.908456,0.884949,0.900115,19446000
2011-05-11,0.903755,0.914220,0.862351,0.879489,18096000
2011-05-12,0.866901,0.923925,0.864019,0.915585,25260000
2011-05-13,0.910731,0.917707,0.877366,0.880096,16488000
2011-05-16,0.877669,0.899356,0.839602,0.842787,23142000
2011-05-17,0.833535,0.834293,0.788794,0.812303,35832000
2011-05-18,0.821553,0.865991,0.820795,0.858104,17988000
2011-05-19,0.847640,0.848095,0.813819,0.836720,20982000
2011-05-20,0.838540,0.844152,0.816094,0.828985,10974000
2011-05-23,0.800928,0.800928,0.776965,0.778027,23688000
2011-05-24,0.791828,0.792889,0.758462,0.760434,23982000
2011-05-25,0.754671,0.788340,0.746178,0.780454,19098000
2011-05-26,0.777875,0.807449,0.769534,0.802444,14706000
2011-05-27,0.818369,0.838237,0.818369,0.830957,19008000
2011-05-31,0.856891,0.868266,0.843545,0.868266,15954000
2011-06-01,0.861592,0.861592,0.788643,0.789553,17838000
2011-06-02,0.790766,0.813061,0.777269,0.789856,16122000
2011-06-03,0.764832,0.782577,0.744510,0.747846,38124000
2011-06-06,0.744055,0.753609,0.728130,0.729646,18660000
2011-06-07,0.752092,0.763012,0.740111,0.740415,14688000
2011-06-08,0.730556,0.730708,0.689001,0.695977,36198000
2011-06-09,0.698404,0.711296,0.686574,0.698252,25770000
2011-06-10,0.690062,0.693399,0.650175,0.664432,22752000
2011-06-13,0.664735,0.675503,0.638498,0.645019,18828000
2011-06-14,0.667617,0.693399,0.667617,0.681115,15768000
2011-06-15,0.666100,0.675048,0.639711,0.641076,13464000
2011-06-16,0.646233,0.646384,0.602857,0.619388,17418000
2011-06-17,0.641228,0.641228,0.586174,0.592392,23820000
2011-06-20,0.588752,0.602099,0.585871,0.594212,18750000
2011-06-21,0.605132,0.641986,0.595274,0.638953,30174000
2011-06-22,0.629853,0.647749,0.623938,0.629549,20856000
2011-06-23,0.606649,0.659275,0.594819,0.657910,41520000
2011-06-24,0.651692,0.651692,0.606497,0.610895,21660000
2011-06-27,0.610895,0.630308,0.592999,0.621360,15390000
2011-06-28,0.628791,0.645626,0.624696,0.645019,24696000
2011-06-29,0.650782,0.658517,0.632886,0.647749,16728000
2011-06-30,0.652148,0.700679,0.652148,0.694612,30492000
2011-07-01,0.699921,0.743145,0.689153,0.739960,25212000
2011-07-05,0.736016,0.744055,0.709021,0.719788,15444000
2011-07-06,0.712357,0.712661,0.685665,0.703106,10506000
2011-07-07,0.722821,0.756794,0.717362,0.744661,18822000
2011-07-08,0.715997,0.718879,0.688091,0.711296,16896000
2011-07-11,0.697342,0.716149,0.668830,0.674745,22608000
2011-07-12,0.654422,0.657455,0.607407,0.617114,46284000
2011-07-13,0.631976,0.640014,0.603767,0.610592,27108000
2011-07-14,0.613019,0.635009,0.579350,0.583141,41184000
2011-07-15,0.594970,0.595425,0.571008,0.592392,24444000
2011-07-18,0.584961,0.591937,0.554326,0.566913,25644000
2011-07-19,0.584809,0.626971,0.584809,0.623028,31746000
2011-07-20,0.638346,0.644413,0.603615,0.614990,21420000
2011-07-21,0.610440,0.635464,0.586326,0.631824,32058000
2011-07-22,0.635009,0.680963,0.635009,0.674593,40338000
2011-07-25,0.654573,0.663067,0.635009,0.648811,17520000
2011-07-26,0.660640,0.687788,0.660640,0.665038,30282000
2011-07-27,0.643351,0.643351,0.588145,0.592240,54816000
2011-07-28,0.591482,0.618781,0.570553,0.587842,23532000
2011-07-29,0.556903,0.589662,0.548410,0.573738,33750000
2011-08-01,0.597700,0.606345,0.549321,0.572373,41922000
2011-08-02,0.559481,0.570553,0.519443,0.521566,44364000
2011-08-03,0.524751,0.542344,0.490323,0.538097,48840000
2011-08-04,0.520505,0.521718,0.445432,0.449830,70020000
2011-08-05,0.463328,0.478343,0.380976,0.417071,60150000
2011-08-08,0.371421,0.400995,0.347155,0.351856,42156000
2011-08-09,0.372331,0.400388,0.336690,0.399175,49818000
2011-08-10,0.386283,0.413280,0.357619,0.375212,35904000
2011-08-11,0.391136,0.446949,0.388558,0.431024,29616000
2011-08-12,0.441792,0.454834,0.417678,0.426777,27114000
2011-08-15,0.434512,0.452863,0.430114,0.451953,22326000
2011-08-16,0.436180,0.449375,0.409488,0.426474,25092000
2011-08-17,0.422530,0.445887,0.405848,0.417222,17232000
2011-08-18,0.382492,0.382492,0.336690,0.345032,38010000
2011-08-19,0.336993,0.367326,0.323040,0.324860,28344000
2011-08-22,0.352159,0.352917,0.327287,0.333960,21594000
2011-08-23,0.345790,0.386131,0.336690,0.385070,51924000
2011-08-24,0.385071,0.395231,0.361562,0.384464,51954000
2011-08-25,0.378397,0.392350,0.351856,0.353979,33522000
2011-08-26,0.355192,0.388406,0.338207,0.382037,38676000
2011-08-29,0.401146,0.425412,0.398113,0.424654,29448000
2011-08-30,0.414645,0.432237,0.406151,0.424654,25152000
2011-08-31,0.437394,0.444522,0.406606,0.415554,29664000
2011-09-01,0.416161,0.432085,0.394321,0.394776,26106000
2011-09-02,0.376881,0.379156,0.360652,0.367629,22992000
2011-09-06,0.333505,0.361107,0.331837,0.360349,29136000
2011-09-07,0.381431,0.407971,0.381431,0.406758,43224000
2011-09-08,0.396748,0.431327,0.394018,0.400691,32784000
2011-09-09,0.386890,0.419649,0.379762,0.387648,39306000
2011-09-12,0.377487,0.422985,0.377487,0.422985,34446000
2011-09-13,0.430569,0.451953,0.420255,0.448617,43494000
2011-09-14,0.455593,0.498210,0.449679,0.482286,86268000
2011-09-15,0.497452,0.508675,0.485015,0.504125,61032000
2011-09-16,0.503518,0.521717,0.499120,0.505793,62544000
2011-09-19,0.482589,0.499120,0.463934,0.488807,54882000
2011-09-20,0.496693,0.500940,0.469698,0.472731,72882000
2011-09-21,0.482134,0.492598,0.442854,0.443157,117186000
2011-09-22,0.409488,0.411763,0.376122,0.398720,61854000
2011-09-23,0.389468,0.426929,0.383705,0.420559,52566000
2011-09-26,0.435725,0.435725,0.390985,0.419800,98616000
2011-09-27,0.442399,0.469849,0.435119,0.442702,75846000
2011-09-28,0.450436,0.450436,0.403573,0.404483,57690000
2011-09-29,0.420104,0.424047,0.365506,0.387951,82098000
2011-09-30,0.368842,0.380824,0.348823,0.348975,47844000
2011-10-03,0.341998,0.352917,0.309391,0.310149,52956000
2011-10-04,0.300291,0.349885,0.296651,0.349278,89970000
2011-10-05,0.350188,0.384918,0.335780,0.382189,78738000
2011-10-06,0.379762,0.395990,0.366264,0.395383,78432000
2011-10-07,0.405696,0.415403,0.388255,0.401601,53652000
2011-10-10,0.418890,0.440579,0.418890,0.433602,30468000
2011-10-11,0.426625,0.437697,0.421924,0.430720,30294000
2011-10-12,0.447100,0.456503,0.442095,0.442095,41778000
2011-10-13,0.434664,0.473489,0.433299,0.469849,45486000
2011-10-14,0.488200,0.488958,0.461356,0.486532,47322000
2011-10-17,0.475006,0.476826,0.441185,0.446494,36648000
2011-10-18,0.447252,0.479253,0.431175,0.475309,52332000
2011-10-19,0.474248,0.474248,0.440882,0.444219,44826000
2011-10-20,0.431934,0.437849,0.397051,0.422834,53466000
2011-10-21,0.439820,0.465906,0.439517,0.448617,28434000
2011-10-24,0.458778,0.497148,0.456351,0.495177,81846000
2011-10-25,0.484408,0.495328,0.465603,0.468484,63798000
2011-10-26,0.480769,0.490475,0.445584,0.475006,38490000
2011-10-27,0.512922,0.544619,0.505793,0.535519,55464000
2011-10-28,0.527481,0.539766,0.523689,0.539766,25170000
2011-10-31,0.523386,0.523386,0.498210,0.498665,29562000
2011-11-01,0.457868,0.468788,0.441489,0.450892,40368000
2011-11-02,0.467119,0.470153,0.446494,0.457716,15834000
2011-11-03,0.470153,0.501395,0.443612,0.498817,44694000
2011-11-04,0.487290,0.521566,0.485622,0.516258,40914000
2011-11-07,0.508827,0.518230,0.485319,0.513983,44898000
2011-11-08,0.525206,0.530059,0.497603,0.522172,42258000
2011-11-09,0.488200,0.488200,0.450133,0.451346,41424000
2011-11-10,0.473641,0.474551,0.442854,0.463328,21204000
2011-11-11,0.476219,0.516258,0.476219,0.510647,34920000
2011-11-14,0.503215,0.518230,0.483348,0.493053,29382000
2011-11-15,0.489868,0.521717,0.486987,0.513073,45540000
2011-11-16,0.500485,0.528542,0.494115,0.504732,36810000
2011-11-17,0.500485,0.503518,0.429659,0.447404,73242000
2011-11-18,0.456654,0.456654,0.427232,0.434057,32286000
2011-11-21,0.415706,0.417829,0.391288,0.409185,39312000
2011-11-22,0.404635,0.417071,0.386890,0.394473,28380000
2011-11-23,0.381886,0.382492,0.357012,0.357316,31662000
2011-11-25,0.353676,0.367326,0.342453,0.342453,22728000
2011-11-28,0.382037,0.384767,0.366416,0.377487,23802000
2011-11-29,0.380976,0.388255,0.366112,0.368994,23424000
2011-11-30,0.399023,0.433450,0.399023,0.432085,51342000
2011-12-01,0.432995,0.443460,0.417526,0.439517,24264000
2011-12-02,0.452863,0.460598,0.435422,0.436635,28338000
2011-12-05,0.457716,0.463328,0.441489,0.450134,29232000
2011-12-06,0.448162,0.454683,0.436029,0.447404,16620000
2011-12-07,0.441489,0.466968,0.430720,0.463176,20436000
2011-12-08,0.449830,0.466816,0.420407,0.423744,26226000
2011-12-09,0.414796,0.444370,0.401601,0.439062,35904000
2011-12-12,0.412066,0.412066,0.388710,0.403876,28650000
2011-12-13,0.410095,0.417374,0.369297,0.374909,41736000
2011-12-14,0.373089,0.381127,0.350795,0.356861,31500000
2011-12-15,0.376577,0.379459,0.350794,0.355951,20004000
2011-12-16,0.367629,0.378701,0.359439,0.364292,18036000
2011-12-19,0.368084,0.368994,0.332140,0.333657,36264000
